LAST MODIFIED: 3/30/2017,,
rox,rox,CASTLE BRANDS INC
roy,roy,INTERNATIONAL ROYALTY CORP
royl,royl,ROYALE ENERGY INC
royt,royt,PACIFIC COAST OIL TRUST
rp,rp,REALPAGE INC
rpai,rpai,RETAIL PROPERTIES OF AMERICA INC
rpb,rpb,REPUBLIC PROPERTY TRUST
rpc,rpc.1,ROBERTS PHARMACEUTICAL CORP
rpc,rpc,RADIENT PHARMACEUTICALS CORP
rpclf,rpclf,REVENUE PROPERTIES LTD
rpcx,rpcx,RESOURCEPHOENIX COM INC
rpd,rpd.1,DISPATCH MANAGEMENT SERV CORP
rpf,rpf,COHEN & STEERS PREM INC RLTY FD
rpfg,rpfg,RAINIER PACIFIC FINL GROUP INC
rpg,rpg,RYDEX E T F TRUST
rpi,rpi,ROBERTS REALTY INVESTORS INC
rpia,rpia,RESURGENCE PROPERTIES INC
rpl,rpl,ADRIEN ARPEL INC
rpm,rpm,R P M INTERNATIONAL INC
rpq,rpq,GRAIL ADVISORS E T F TRUST
rprx,rprx,REPROS THERAPEUTICS INC
rpt,rpt,RAMCO GERSHENSON PROPERTIES TR
rptp,rptp,RAPTOR PHARMACEUTICAL CORP
rptr,rptr,REPEATER TECHNOLOGIES INC
rpv,rpv,RYDEX E T F TRUST
rpx,rpx,COLUMBIA E T F TRUST
rpxc,rpxc,R P X CORP
rqi,rqi,COHEN & STEERS QLTY INCOME RLTY
rr,rr,RODMAN & RENSHAW CAP GROUP INC
rra,rra,RAILAMERICA INC
rrc,rrc,RANGE RESOURCES CORP
rrd,rrd,DONNELLEY R R & SONS CO
rre,rre,AIM SELECT REAL ESTATE INCOME FD
rrf,rrf,WISDOMTREE TRUST
rrgb,rrgb,RED ROBIN GOURMET BURGERS INC
epro,epro,ADVISORSHARES TRUST
rri,rri,RED ROOF INNS INC
rrms,rrms,ROSE ROCK MIDSTREAM L P
rrr,rrr.1,R S C HOLDINGS INC
rrrr,rrrr,RARE MEDIUM GROUP INC
rrst,rrst,RRSAT GLOBAL COMMS NETWORK LTD
rrts,rrts,ROADRUNNER TRANS SYSTEMS INC
rry,rry,RYDEX E T F TRUST
rrz,rrz,RYDEX E T F TRUST
rs,rs,RELIANCE STEEL & ALUMINUM CO
rsa,rsa,ROYAL & SUN ALLIANCE INS GRP PLC
rsas,rsas,R S A SEC INC
rsbi,rsbi,RIDGEWOOD FINANCIAL INC
rscr,rscr,RES CARE INC
rse,rse.1,ROUSE COMPANY
rse,rse,ROUSE PROPERTIES INC
rsfc,rsfc,REPUBLIC SECURITY FINANCIAL CORP
rsg,rsg,REPUBLIC SERVICES INC
rsgi,rsgi,RIVERSIDE GROUP INC
rsh,rsh,RADIOSHACK CORP
rshx,rshx,ROCKSHOX INC
rsis,rsis,R S I SYSTEMS INC
rslc,rslc,R S L COMMUNICATIONS LTD
rsln,rsln,ROSLYN BANCORP INC
rsnd,rsnd,RESOUND CORP
rsnt,rsnt,RESONATE INC
rso,rso,RESOURCE CAPITAL CORP
rgse,rgse,REAL GOODS SOLAR INC
rsp,rsp,RYDEX E T F TRUST
rspn,rspn,RESPONSE USA INC
rst,rst.1,BOCA RESORTS INC
rst,rst,ROSETTA STONE INC
rsta,rsta,ROSETTA INPHARMATICS INC
rsti,rsti,ROFIN SINAR TECHNOLOGIES INC
rstne,rstne,RIVERSTONE NETWORKS INC
rsto,rsto.1,ROSES HOLDINGS INC
rsto,rsto,RESTORATION HARDWARE INC
rstrc,rstrc,RSTAR CORPORATION
rsu,rsu,RYDEX E T F TRUST
rsun,rsun,INDEXIQ E T F TRUST
rsv,rsv,RENTAL SERVICE CORP
rsw,rsw,RYDEX E T F TRUST
rsx,rsx,MARKET VECTORS E T F TRUST
rsxj,rsxj,MARKET VECTORS E T F TRUST
rsys,rsys,RADISYS CORP
rt,rt.1,RYERSON TULL INC
rt,rt,RUBY TUESDAY INC
rtb,rtb,TELECOMUNICACOES BRASILEIRAS SA
rtc,rtc,RIVIERA TOOL COMPANY
rtec,rtec.1,ROSS TECHNOLOGY INC
rtec,rtec,RUDOLPH TECHNOLOGIES INC
rtel,rtel,RAYTEL MEDICAL CORP
rtex,rtex,RAILTEX INC
rtg,rtg,RYDEX E T F TRUST
rth,rth.1,RETAIL HOLDRS TRUST
rth,rth,MARKET VECTORS E T F TRUST
rthm,rthm,RHYTHMS NET CONNECTIONS INC
rti,rti,R T I INTERNATIONAL METALS INC
rtiic,rtiic,R T I INC
rtix,rtix,R T I SURGICAL INC
rtk,rtk,RENTECH INC
rtl,rtl,ISHARES TRUST
rtlx,rtlx,RETALIX LTD
rtm,rtm,RYDEX E T F TRUST
rtn,rtn.1,RAYTHEON CO
rtn,rtn,RAYTHEON CO
rtr,rtr,REVENUESHARES E T F TRUST
rtrn,rtrn,RETURN ASSURED INC
rtro,rtro,RETROSPETTIVA INC
rtsx,rtsx,RADIATION THERAPY SERVICES INC
rtu,rtu,COHEN & STEERS REIT & UT INC FD
rtw,rtw,RYDEX E T F TRUST
rtwi,rtwi,R T W INC
rty,rty,SECURITY CAPITAL U S REALTY
rubo,rubo,RUBIOS RESTAURANTS INC
rue,rue,RUE21 INC
relx,relx,REED ELSEVIER PLC
rum,rum,CRUZAN INTERNATIONAL INC
run,run.1,REUNION INDUSTRIES INC
rurl,rurl,RURAL METRO CORP
rusha,rusha,RUSH ENTERPRISES INC
rushb,rushb,RUSH ENTERPRISES INC
rusl,rusl,DIREXION SHARES E T F TRUST
rusm,rusm,RUSSEL METALS INC
russ,russ,DIREXION SHARES E T F TRUST
ruth,ruth,RUTHS HOSPITALITY GROUP INC
rutx,rutx,REPUBLIC COMPANIES GROUP INC
rvbd,rvbd,RIVERBED TECHNOLOGY INC
rvdp,rvdp,RIVERDEEP GROUP PLC
rvee,rvee,HOLIDAY R V SUPERSTORES INC
rvep,rvep,RIO VISTA ENERGY PARTNERS L P
rvfd,rvfd,RIVIANA FOODS INC DEL
rvi,rvi,RETAIL VENTURES INC
rvlt,rvlt,REVOLUTION LIGHTING TECH INC
rvm,rvm,REVETT MINERALS INC
rvp,rvp,RETRACTABLE TECHNOLOGIES INC
rvr,rvr.1,CRUISE AMERICA INC
rvr,rvr,WHITE RIVER CAPITAL INC
rvsb,rvsb,RIVERVIEW BANCORP INC
rvsn,rvsn,RADVISION LTD
rvt,rvt,ROYCE VALUE TRUST INC
rvwd,rvwd,RAVENSWOOD WINERY INC
rwav,rwav,ROGUE WAVE SOFTWARE INC
rwc,rwc,RELM WIRELESS CORP
rwdt,rwdt,R W D TECHNOLOGIES INC
rwf,rwf,COHEN & STEERS WW RLTY INC FD IN
rwg,rwg,COLUMBIA E T F TRUST
rwj,rwj,REVENUESHARES E T F TRUST
rwk,rwk,REVENUESHARES E T F TRUST
rwks,rwks,RAILWORKS CORP
rwl,rwl,REVENUESHARES E T F TRUST
rwm,rwm,PROSHARES TRUST
rwo,rwo,SPDR INDEX SHARES FUNDS
rwr,rwr,SPDR SERIES TRUST
rwt,rwt,REDWOOD TRUST INC
rwv,rwv,REVENUESHARES E T F TRUST
rww,rww,REVENUESHARES E T F TRUST
rwx,rwx,SPDR INDEX SHARES FUNDS
rwy,rwy,RENT WAY INC
rx,rx,I M S HEALTH INC
rxd,rxd,PROSHARES TRUST
rxi,rxi,ISHARES TRUST
rxl,rxl,PROSHARES TRUST
rxn,rxn,REXNORD CORP NEW
rxsd,rxsd,REXALL SUNDOWN INC
rxt,rxt,RENAL TREATMENT CENTERS INC
ry,ry,ROYAL BANK CANADA MONTREAL QUE
ryaay,ryaay,RYANAIR HOLDINGS PLC
ryan,ryan,RYANS RESTAURANT GROUP INC
ryc,ryc,RAYCHEM CORP
rye,rye,RYDEX E T F TRUST
ryf,ryf,RYDEX E T F TRUST
ryfl,ryfl,FAMILY STEAK HOUSES FL INC
ryg,ryg,ROYAL GROUP TECHNOLOGIES LTD
ryh,ryh,RYDEX E T F TRUST
ryi,ryi.1,RYERSON INC
ryj,ryj.1,CLAYMORE RAYMOND JAMES SB1 EQTY
ryj,ryj,CLAYMORE E T F TRUST
ryl,ryl,RYLAND GROUP INC
ryn,ryn,RAYONIER INC NEW
ryo,ryo,ROYAL OAK MINES INC
ryou,ryou,RAMSAY YOUTH SERVICES INC
ryt,ryt,RYDEX E T F TRUST
ryu,ryu,RYDEX E T F TRUST
rz,rz,RASER TECHNOLOGIES INC
rzg,rzg,RYDEX E T F TRUST
rzt,rzt,RESORTQUEST INTERNATIONAL INC
rzv,rzv,RYDEX E T F TRUST
s,s.1,SEARS ROEBUCK & CO
s,s,SPRINT NEXTEL CORP
sa,sa,SEABRIDGE GOLD INC
saa,saa.1,STRATEGIA CORPORATION
saa,saa,PROSHARES TRUST
saas,saas,INCONTACT INC
sab,sab.1,SABA PETROLEUM CO
sab,sab.2,GRUPO CASA SABA S A DE C V
saba,saba,SABA SOFTWARE INC
sabi,sabi,SWISS ARMY BRANDS INC
sacm,sacm,S A C TECHNOLOGIES INC
sae,sae,SUPER SOL LTD
saesy,saesy,SAES GETTERS S P A
saf,saf.1,SCUDDER NEW ASIA FUND INC
saf,saf,SAFECO CORP
safe,safe,INVIVO CORP
safm,safm,SANDERSON FARMS INC
saft,saft.1,SAFETY 1ST INC
saft,saft,SAFETY INSURANCE GROUP INC
sage,sage.1,SAGEBRUSH INC
sagg,sagg,DIREXION SHARES E T F TRUST
sagi,sagi,SAGE INC
sah,sah,SONIC AUTOMOTIVE INC
sai,sai.1,SUNAMERICA INC
sai,sai.2,SECURITY ASSOCIATES INC
ldos,ldos,LEIDOS HOLDINGS INC
saia,saia,SAIA INC
saj,saj,ST JOSEPH LIGHT & POWER CO
sal,sal,SALISBURY BANCORP INC
saldq,saldq,FRESH CHOICE INC
salm,salm,SALEM COMMUNICATIONS CORP
salnc,salnc,SALON MEDIA GROUP INC
salv,salv,SALIVA DIAGNOSTIC SYSTEMS INC
sam,sam,BOSTON BEER INC
samb,samb,SUN AMERICAN BANCORP
samc,samc,SAMSONITE CORP NEW
san,san,BANCO SANTANDER S A
sand,sand.1,SANDATA TECHNOLOGIES
sand,sand,SANDSTORM GOLD LTD
sang,sang,SANGSTAT MEDICAL CORP
sanm,sanm,SANMINA CORP
sano,sano,SANO CORP
sanw,sanw,S & W SEED CO
sanyy,sanyy,SANYO ELECTRIC CO LTD
sap,sap,S A P AG
sape,sape,SAPIENT CORP
sapx,sapx,SEVEN ARTS ENTERTAINMENT INC
sar,sar,SARATOGA INVESTMENT CORP
sara,sara,SARATOGA RESOURCES INC
sasr,sasr,SANDY SPRING BANCORP INC
sat,sat,ASIA SATELLITE TELECOM HLDGS LTD
satc,satc,SATCON TECHNOLOGY CORP
sath,sath,SUMMIT AMERICA TELEVISION INC
sats,sats,ECHOSTAR CORPORATION
savb,savb,SAVANNAH BANCORP INC
save,save,SPIRIT AIRLINES INC
savly,savly,SAVILLE SYSTEMS PLC
saw,saw,FOCUSSHARES TRUST
saws,saws,SAWTEK INC
sax,sax,SAXON CAPITAL INC NEW
saxn,saxn,SAXON CAPITAL INC
say,say,SATYAM COMPUTER SERVICES LTD
sb,sb,SAFE BULKERS INC
sba,sba,SBARRO INC
sbac,sbac,S B A COMMUNICAITONS CORP
sban,sban,SOUTHBANC SHARES INC
sbas,sbas,STARBASE CORP
sbay,sbay,SUBAYE INC
sbb,sbb,PROSHARES TRUST
sbbx,sbbx,SUSSEX BANCORP
sbcf,sbcf,SEACOAST BANKING CORP FLA
sbcm,sbcm,SECURITY BANK CORP
sbco,sbco,SOUTHSIDE BANCSHARES CORP
sbf,sbf,SALOMON BROTHERS FUND INC
sbg,sbg,WESTERN ASSET 2008 WDGT TR INC
sbga,sbga,SUMMIT BANK CORP
sbgi,sbgi,SINCLAIR BROADCAST GROUP INC
sbh,sbh.1,SMITHKLINE BEECHAM PLC
sbh,sbh,SALLY BEAUTY HOLDINGS INC
sbi,sbi,WESTERN ASSET INTERMED MUNI FD
sbib,sbib,STERLING BANCSHARES INC
sbig,sbig,SEIBELS BRUCE GROUP INC
sbio,sbio.1,SYNBIOTICS CORP
sbit,sbit,SUMMIT BANCSHARES INC
sbkc,sbkc,SECURITY BANK CORP NEW
sbl,sbl,SYMBOL TECHNOLOGIES INC
sblk,sblk.1,SEABULK INTERNATIONAL INC
sblk,sblk,STAR BULK CARRIERS CORP
sbluq,sbluq,SONICBLUE INC
sbm,sbm,PROSHARES TRUST
sbmc,sbmc,CONNECTICUT BANCSHARES INC
sbn,sbn.1,SUNBELT NURSERY GROUP INC
sbn,sbn,SOFTBRANDS INC
sbnk,sbnk,SUBURBAN BANCSHARES INC
sbny,sbny,SIGNATURE BANK NEW YORK N Y
sbo,sbo,SHOWBOAT INC
sbp,sbp,SANTANDER BANCORP
sbr,sbr,SABINE ROYALTY TR
sbra,sbra,SABRA HEALTHCARE REIT INC
sbrg,sbrg,SANTA BARBARA RESTAURANT GRP INC
sbs,sbs,COMPANHIA DE SANEAMENTO BASICO
sbsa,sbsa,SPANISH BROADCASTING SYSTEM INC
sbse,sbse,S B S TECHNOLOGIES INC
sbsi,sbsi,SOUTHSIDE BANCSHARES INC
sbt,sbt,SMITH BARNEY MUNICIPAL FUND INC
sbtke,sbtke,SABRATEK CORP
sbtv,sbtv,S B S BROADCASTING SA
sbuf,sbuf,STACEYS BUFFET INC
sbux,sbux,STARBUCKS CORP
sbw,sbw,WESTERN ASSET WORLDWIDE INC FUND
sbx,sbx,SEABRIGHT HOLDINGS INC
sby,sby,SILVER BAY REALTY TRUST CORP
sbyn,sbyn,SEEBEYOND TECHNOLOGIES CORP
sc,sc.1,SHELL TRANSPORT & TRADING CO PLC
sca,sca.1,SECURITY CAPITAL ATLANTIC INC
sca,sca,SYNCORA HOLDINGS LTD
scai,scai.1,SANCHEZ COMPUTER ASSOC INC
scb,scb,COMMUNITY BANKSHARES INC S C
scbi,scbi,S C B COMPUTER TECHNOLOGY INC
scbl,scbl,SUN COMMUNITY BANCORP LTD
scbs,scbs,SOUTHERN COMMUNITY BNSHRS INC
ssb,ssb,FIRST FINANCIAL HOLDINGS INC NEW
scc,scc.1,SECURITY CAPITAL CORP DEL
scc,scc,PROSHARES TRUST
sccb,sccb,SOUTH CAROLINA COMMUN BANCSHS IN
scco,scco.1,SMITH CORONA CORP
scco,scco,SOUTHERN COPPER CORP
scd,scd,L M P CAPITAL & INCOME FUND INC
scei,scei,SINO CLEAN ENERGY INC
sces,sces,SUCCESSORIES INC
scfs,scfs,SEACOAST FINANCIAL SERVICES CORP
scg,scg,SCANA CORP NEW
rmgn,rmgn,R M G NETWORKS HOLDING CORP
scha,scha,SCHWAB STRATEGIC TRUST
schb,schb,SCHWAB STRATEGIC TRUST
schc,schc,SCHWAB STRATEGIC TRUST
schd,schd,SCHWAB STRATEGIC TRUST
sche,sche,SCHWAB STRATEGIC TRUST
schf,schf,SCHWAB STRATEGIC TRUST
schg,schg,SCHWAB STRATEGIC TRUST
schh,schh,SCHWAB STRATEGIC TRUST
schl,schl,SCHOLASTIC CORP
schm,schm,SCHWAB STRATEGIC TRUST
schn,schn,SCHNITZER STEEL INDUSTRIES INC
scho,scho,SCHWAB STRATEGIC TRUST
schp,schp,SCHWAB STRATEGIC TRUST
schr,schr.1,SCHERER HEALTHCARE INC
schr,schr,SCHWAB STRATEGIC TRUST
schs,schs,SCHOOL SPECIALTY INC
schv,schv,SCHWAB STRATEGIC TRUST
schw,schw,SCHWAB CHARLES CORP NEW
schx,schx,SCHWAB STRATEGIC TRUST
schz,schz,SCHWAB STRATEGIC TRUST
sci,sci.1,S C I SYSTEMS INC
sci,sci,SERVICE CORP INTERNATIONAL
scif,scif,MARKET VECTORS E T F TRUST
scil,scil,SCIENTIFIC LEARNING CORP
scin,scin,E G A EMERGING GLOBAL SHARES TR
scio,scio,SCIOS INC
scix,scix.1,SCAILEX CORP LTD
scj,scj,ISHARES INC
sckt,sckt.1,SOCKET MOBILE INC
scl,scl,STEPAN CO
scld,scld,STEELCLOUD INC
scln,scln,SCICLONE PHARMACEUTICALS INC
sclp,sclp,RUSSELL E T F TRUST
scm,scm.1,SWISSCOM
scm,scm,STELLUS CAPITAL INVESTMENT CORP
scmf,scmf,SOUTHERN COMMUNITY FINCL CORP
scmp,scmp,SUCAMPO PHARMACEUTICALS INV
scmr,scmr,SYCAMORE NETWORKS INC
scnt,scnt,SCIENT CORP
scntq,scntq,SCIENT INC
scnya,scnya,SAUCONY INC
scnyb,scnyb,SAUCONY INC
sco,sco.1,SCOR
sco,sco,PROSHARES TRUST II
scog,scog,RUSSELL E T F TRUST
cetc,cetc,SINOCOKING COAL & COKE CHEM IND
scon,scon,SUPERCONDUCTOR TECHNOLOGIES INC
scop,scop.1,SCOPUS TECHNOLOGY INC
scop,scop,SCOPUS VIDEO NETWORKS LTD
scope,scope,SCOOT COM PLC
scor,scor.1,SYNCOR INTERNATIONAL CORP DE
scor,scor,COMSCORE INC
scot,scot,SCOTT & STRINGFELLOW FINL INC
scox,scox,S C O GROUP INC
scp,scp,SCOPE INDUSTRIES
scpb,scpb,SPDR SERIES TRUST
scpi,scpi,SCOOP INC
scr,scr,SIMCERE PHARMACEUTICAL GROUP
scra,scra,SEA CONTAINERS LTD
scrb,scrb,SEA CONTAINERS LTD
scri,scri,S I C O R INC
scrx,scrx,SCIELE PHARMA INC
scs,scs,STEELCASE INC
scsc,scsc,SCANSOURCE INC
scss,scss,SELECT COMFORT CORP
scswf,scswf,STOLT OFFSHORE S A
sct,sct.1,SCOTSMAN INDUSTRIES INC
sct,sct,SCOTTISH RE GROUP LTD
sctc,sctc,SYSTEMS & COMPUTER TECHNOLOGY
sctr,sctr,RUSSELL E T F TRUST
sctt,sctt,SCOTT TECHNOLOGIES INC
scttb,scttb,SCOTT TECHNOLOGIES INC
scty,scty,SOLARCITY CORP
scu,scu.1,STORM CAT ENERGY CORP
scur,scur,SECURE COMPUTING CORP
scv,scv,CLAYMORE E T F TRUST
scva,scva,SCANIA AKTIEBOLAG
scvb,scvb,SCANIA AKTIEBOLAG
scvl,scvl,SHOE CARNIVAL INC IN
scx,scx,STARRETT L S CO
scy,scy,SPORTS CLUB INC
scz,scz.1,SECURITY CAPITAL GROUP INC
scz,scz,ISHARES TRUST
scza,scza,SECURITY CAPITAL GROUP INC
sd,sd.1,SANDRIDGE ENERGY INC
sday,sday,SUNDAY COMMUNICATIONS LTD
sdbt,sdbt,SOUNDBITE COMMUNICATIONS INC
sdco,sdco,SPIROS DEVELOPMENT CORP II INC
sdd,sdd,PROSHARES TRUST
sdg,sdg,SOFAMOR DANEK GROUP INC
sdh,sdh,SODEXHO MARRIOTT SVCS
sdii,sdii,SPECIAL DEVICES INC
sdiv,sdiv,GLOBAL X FUNDS
sdix,sdix,STRATEGIC DIAGNOSTICS INC
sdk,sdk,PROSHARES TRUST
sdli,sdli,S D L INC
sdlp,sdlp,SEADRILL PARTNERS LLC
sdna,sdna,SEDONA CORP
sdog,sdog,ALPS E T F TRUST
sdow,sdow,PROSHARES TRUST
sdp,sdp.1,SUNSOURCE INC
sdp,sdp,PROSHARES TRUST
sdr,sdr,SANDRIDGE MISSISSIPPIAN TRUST II
sdrc,sdrc,STRUCTURAL DYNAMICS RSCH CORP
sdrl,sdrl,SEADRILL LTD
sdrv,sdrv,STARDRIVE SOLUTIONS INC
sds,sds.1,SUNGARD DATA SYSTEMS INC
sds,sds,PROSHARES TRUST
sdt,sdt.1,SIDERCA S A
sdt,sdt,SANDRIDGE MISSISSIPPIAN TRUST I
sdth,sdth,SHENGDATECH INC
sdw,sdw,SOUTHDOWN INC
sdx,sdx,SODEXHO ALLIANCE S A
sdxc,sdxc,SWITCH & DATA FACILITIES CO INC
sdy,sdy,SPDR SERIES TRUST
sdyn,sdyn,STAODYN INC
se,se.1,STERLING COMMERCE INC
se,se.2,7 ELEVEN INC
se,se,SPECTRA ENERGY CORP
sea,sea.1,STORAGE TRUST REALTY
sea,sea.2,STAR MARITIME ACQUISITION CORP
sea,sea.3,CLAYMORE E T F TRUST 2
sea,sea,CLAYMORE E T F TRUST 2
seac,seac,SEACHANGE INTERNATIONAL INC
seb,seb,SEABOARD CORP
sebl,sebl,SIEBEL SYSTEMS INC
sec,sec.1,STERLING ELECTRONICS CORP
sec,sec,SPECIALTY EQUIPMENT COS INC
secay,secay,SOCIETE EUROPEENNE DE COMM SA
secby,secby,SOCIETE EUROPEENNE DE COMM SA
secd,secd,SECOND BANCORP INCORPORATED
secm,secm,SECOM GENERAL CORP
sect,sect,SECTOR COMMUNICATIONS INC
sed,sed.1,SEDGWICK GROUP PLC
sed,sed,S E D INTERNATIONAL HOLDINGS INC
see,see.1,SEALED AIR CORP
see,see,SEALED AIR CORP NEW
seec,seec,S E E C INC
seed,seed,ORIGIN AGRITECH LTD
seek,seek,INFOSEEK CORP
seeq,seeq,SEEQ TECHNOLOGY INC DE
seer,seer,SEER TECHNOLOGIES INC
sef,sef,PROSHARES TRUST
seg,seg,SEAGATE TECHNOLOGY INC
segu,segu,SEGUE SOFTWARE INC
seh,seh,SPARTECH CORP
sehi,sehi,SOUTHERN ENERGY HOMES INC
sei,sei,SEITEL INC
seic,seic,S E I INVESTMENTS COMPANY
sel,sel,SELIGMAN SELECT MUNICIPAL FD INC
sela,sela,SELECT APPOINTMENTS HLDGS PLC
selbe,selbe,SEL LEB MARKETING INC
sem,sem.1,GENERAL SEMICONDUCTOR INC
sem,sem.2,SELECT MEDICAL CORP
sem,sem,SELECT MEDICAL HOLDINGS CORP
sema,sema,SEMA PLC
semcf,semcf,SEMI TECH CORP
semd,semd,SEAMED CORP
semg,semg,SEMGROUP CORP
semi,semi.1,ALL AMERICAN SEMICONDUCTOR INC
semx,semx,S E M X CORP
sen,sen,SEMCO ENERGY INC
senea,senea,SENECA FOODS CORP NEW
seneb,seneb,SENECA FOODS CORP NEW
seng,seng,STORAGE ENGINE INC
seno,seno,SENORX INC
seo,seo,STORA ENSO CORP
sep,sep,SPECTRA ENERGY PARTNERS L P
seped,seped,SEILER POLLUTION CONTROL SYS INC
sepr,sepr,SEPRACOR INC
sequ,sequ,SEQUUS PHARMACEUTICALS INC
sera,sera,SERANOVA INC
sero,sero,SEROLOGICALS CORP
serv,serv.1,SERVIDYNE INC
serve,serve,STRATUS SVCS GROUP INC
sev,sev.1,SEVEN SEAS PETROLEUM INC
sev,sev,SEVCON INC
sevn,sevn,SEVENSON ENVIRONMENTAL SVCS INC
sew,sew,SINGER CO N V
sewy,sewy,SEAWAY FOOD TOWN INC
seyee,seyee,SIGNATURE EYEWARE INC
sf,sf,STIFEL FINANCIAL CORP
sfa,sfa,SCIENTIFIC ATLANTA INC
sfam,sfam,SPEEDFAM I P E C INC
sfbc,sfbc.1,SLADES FERRY BANCORP
sfbc,sfbc,SOUND FINANCIAL BANCORP INC
sfbi,sfbi,SECURITY FINANCIAL BANCORP INC
sfc,sfc.1,SOUTHERN PACIFIC FUNDING CORP
sfc,sfc,SPIRIT FINANCE CORP
sfd,sfd,SMITHFIELD FOODS INC
sfe,sfe,SAFEGUARD SCIENTIFICS INC
sfed,sfed,S F S BANCORP INC
sfef,sfef,SANTA FE FINANCIAL CORP
sffb,sffb,SOUTHERN FINANCIAL BANCORP INC
sffc,sffc,STATEFED FINANCIAL CORP
sffs,sffs.1,SOUND FEDERAL BANCORP
sffs,sffs,SOUND FEDERAL BANCORP INC
sfg,sfg,STANCORP FINANCIAL GROUP INC
sfgd,sfgd,SAFEGUARD HEALTH ENTERPRISES
star,star,ISTAR FINANCIAL INC
sfin,sfin,STATEWIDE FINANCIAL CORP
sfk,sfk,PROSHARES TRUST
sfl,sfl.1,SANTA FE PAC PIPELINE PRTNRS LP
sfl,sfl,SHIP FINANCE INTERNATIONAL LTD
sflk,sflk,SAFLINK CORP
sflx,sflx,SMARTFLEX SYSTEMS INC
sfly,sfly,SHUTTERFLY INC
sfn,sfn.1,GRUPO FINANCIERO SERFIN SA
sfn,sfn.2,S F N GROUP INC
sfnc,sfnc,SIMMONS 1ST NATIONAL CORP
sfnt,sfnt,SAFENET INC
sfp,sfp,SALTON INC
sfs,sfs.1,SANTA FE SNYDER CORP
sfsb,sfsb,SUBURBFED FINANCIAL CORP
sfsf,sfsf,SUCCESSFACTORS INC
sfsiq,sfsiq,SEARCH FINANCIAL SERVICES INC
sfsk,sfsk,SAFESKIN CORP
sfsl,sfsl,SECURITY FIRST CORP
sfst,sfst,SOUTHERN FIRST BANCSHARES INC
sfsw,sfsw,STATE FINANCIAL SERVICES CORP
sft,sft,STRATESEC INC
sftw,sftw,ENLIGHTEN SOFTWARE SOLUTIONS INC
sfty,sfty,ESAFETYWORLD INC
sfun,sfun.1,STANDARD FUNDING CORP
sfun,sfun.2,SAIFUN SEMICONDUCTORS LTD
sfun,sfun,SOUFUN HOLDINGS LTD
sfv,sfv,S P A ETF TRUST
sfx,sfx,S F X ENTERTAINMENT INC
sfxba,sfxba,SFX BROADCASTING INC
sfy,sfy,SWIFT ENERGY CO
sg,sg,SCIENTIFIC GAMES HOLDINGS CORP
sga,sga,SAGA COMMUNICATIONS INC
sgb,sgb,SOUTHWEST GEORGIA FINANCIAL CORP
sgc,sgc,SUPERIOR UNIFORM GROUP INC
sgd,sgd,SCOTTS LIQUID GOLD INC
sgde,sgde,SPORTSMANS GUIDE INC
sge,sge,STAGE STORES INC
sgen,sgen,SEATTLE GENETICS INC
sgf,sgf,SINGAPORE FUND INC
sgg,sgg,S G L CARBON AKTIENGESELLSCHAFT
sggg,sggg,RUSSELL E T F TRUST
sgh,sgh,STAR GAS PARTNERS LP
sghl,sghl,SENTIGEN HOLDING CORP
sgi,sgi.1,SILICON GRAPHICS INC
sgi,sgi,SILICON GRAPHICS INTL CORP
sgic,sgic.1,SILICON GAMING INC
sgic,sgic,SILICON GRAPHICS INC
sgk,sgk,SCHAWK INC
sgl,sgl,STRATEGIC GLOBAL INCOME FUND INC
sgm,sgm.1,SANTA FE GAMING CORP
sgma,sgma,SIGMATRON INTERNATIONAL INC
sgmo,sgmo,SANGAMO BIOSCIENCES INC
sgms,sgms,SCIENTIFIC GAMES CORP
sgn,sgn,SIGNALIFE INC
sgnl,sgnl.1,SIGNAL CORP
sgns,sgns,SIGNATURE INNS INC
sgnt,sgnt.1,SAGENT TECHNOLOGY INC
sgnt,sgnt,SAGENT PHARMACEUTICALS INC
sgoc,sgoc,S G O C O GROUP LTD
sgol,sgol,E T F S GOLD TRUST
sgoly,sgoly,SAINT HELENA GOLD MINES LTD
sgp,sgp,SCHERING PLOUGH CORP
sgrp,sgrp,S P A R GROUP INC
sgs,sgs,STREAM GLOBAL SERVICES INC
sgsf,sgsf,SIGNALSOFT CORP
sgt,sgt.1,SOLIGEN TECHNOLOGIES INC
sgt,sgt.2,SAMES CORP
sgt,sgt,N E T S TRUST
sgtl,sgtl,SIGMATEL INC
sgu,sgu,STAR GAS PARTNERS LP
sgvb,sgvb,S G V BANCORP INC
sgxp,sgxp,S G X PHARMACEUTICALS INC
sgy,sgy,STONE ENERGY CORP
sgyp,sgyp,SYNERGY PHARMACEUTICALS INC
sh,sh.1,SHANDONG HUANENG POWER DEV LTD
sh,sh,PROSHARES TRUST
sha,sha,SHANGHAI CENTURY ACQUISITN CORP
shaw,shaw,SHAW GROUP INC
shbi,shbi,SHORE BANCSHARES INC
shbk,shbk,SHORE FINANCIAL CORP
shbt,shbt,RUSSELL E T F TRUST
shc,shc,SCHULT HOMES CORP
shcr,shcr,SHERIDAN HEALTHCARE INC
shd,shd,SHERWOOD BRANDS INC
shdn,shdn,SHERIDAN ENERGY INC
shen,shen.1,FIRST SHENANGO BANCORP INC
shen,shen,SHENANDOAH TELECOM COMPANY
shf,shf.1,SCHRODER ASIAN GROWTH FUND INC
